TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2026-01-06,2026-01-06,CM,MSE,STK,,,1STCUS,EQ,,,,,,0.00,0.00,0.00,83.15,0.00,81.20,,83.15,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,20MICRONS,EQ,,,,,,0.00,0.00,0.00,205.20,0.00,209.15,,205.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,21STCENMGM,EQ,,,,,,0.00,0.00,0.00,49.50,0.00,49.60,,49.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,360ONE,EQ,,,,,,0.00,0.00,0.00,1187.00,0.00,1199.00,,1187.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,3BBLACKBIO,EQ,,,,,,0.00,0.00,0.00,1482.75,0.00,1432.60,,1482.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,3IINFOLTD,EQ,,,,,,0.00,0.00,0.00,16.50,0.00,16.65,,16.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,3MINDIA,EQ,,,,,,0.00,0.00,0.00,35020.00,0.00,36385.00,,35020.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,3PLAND,EQ,,,,,,0.00,0.00,0.00,37.05,0.00,37.15,,37.05,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,5PAISA,EQ,,,,,,0.00,0.00,0.00,387.95,0.00,375.60,,387.95,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,63MOONS,EQ,,,,,,0.00,0.00,0.00,713.75,0.00,720.10,,713.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,A2ZINFRA,EQ,,,,,,0.00,0.00,0.00,15.05,0.00,14.95,,15.05,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAATECH,BE,,,,,,0.00,0.00,0.00,93.35,0.00,93.60,,93.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AADHARHFC,EQ,,,,,,0.00,0.00,0.00,499.70,0.00,503.25,,499.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAIL,EQ,,,,,,0.00,0.00,0.00,119.00,0.00,121.00,,119.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAKASH,EQ,,,,,,0.00,0.00,0.00,8.80,0.00,8.65,,8.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAREYDRUGS,EQ,,,,,,0.00,0.00,0.00,66.35,0.00,68.05,,66.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARON,EQ,,,,,,0.00,0.00,0.00,170.50,0.00,175.30,,170.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARTECH,EQ,,,,,,0.00,0.00,0.00,54.60,0.00,52.90,,54.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARTIDRUGS,EQ,,,,,,0.00,0.00,0.00,405.75,0.00,404.95,,405.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARTIIND,EQ,,,,,,0.00,0.00,0.00,375.05,0.00,372.70,,375.05,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARTIPHARM,EQ,,,,,,0.00,0.00,0.00,736.90,0.00,730.65,,736.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARTISURF,EQ,,,,,,0.00,0.00,0.00,383.50,0.00,387.10,,383.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AARVI,EQ,,,,,,0.00,0.00,0.00,127.15,0.00,127.95,,127.15,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AASHRIT,EQ,,,,,,0.00,0.00,0.00,74.00,0.00,74.00,,74.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAVAS,EQ,,,,,,0.00,0.00,0.00,1462.30,0.00,1439.90,,1462.30,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AAYUSH,BE,,,,,,0.00,0.00,0.00,54.50,0.00,57.40,,54.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABAN,BE,,,,,,0.00,0.00,0.00,18.40,0.00,18.90,,18.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABANS,EQ,,,,,,0.00,0.00,0.00,30.45,0.00,31.20,,30.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABB,EQ,,,,,,0.00,0.00,0.00,5224.50,0.00,5168.50,,5224.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABBOTINDIA,EQ,,,,,,0.00,0.00,0.00,28440.00,0.00,28155.00,,28440.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABCAPITAL,EQ,,,,,,0.00,0.00,0.00,360.65,0.00,363.30,,360.65,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABCINDQ,EQ,,,,,,0.00,0.00,0.00,79.50,0.00,75.50,,79.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABCOTS,EQ,,,,,,0.00,0.00,0.00,409.35,0.00,410.00,,409.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABDL,EQ,,,,,,0.00,0.00,0.00,551.35,0.00,574.65,,551.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABFRL,EQ,,,,,,0.00,0.00,0.00,77.45,0.00,77.05,,77.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABHICAP,EQ,,,,,,0.00,0.00,0.00,121.70,0.00,121.70,,121.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABHIFIN,EQ,,,,,,0.00,0.00,0.00,42.35,0.00,42.35,,42.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABHIINFRA,EQ,,,,,,0.00,0.00,0.00,6.90,0.00,7.05,,6.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABINFRA,EQ,,,,,,0.00,0.00,0.00,18.95,0.00,18.70,,18.95,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABLBL,EQ,,,,,,0.00,0.00,0.00,120.10,0.00,123.55,,120.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABMINTLLTD,EQ,,,,,,0.00,0.00,0.00,42.55,0.00,40.20,,42.55,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABMKNO,BE,,,,,,0.00,0.00,0.00,300.00,0.00,287.85,,300.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABREL,EQ,,,,,,0.00,0.00,0.00,1668.00,0.00,1702.80,,1668.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ABSLAMC,EQ,,,,,,0.00,0.00,0.00,849.55,0.00,852.80,,849.55,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACC,EQ,,,,,,0.00,0.00,0.00,1752.00,0.00,1771.60,,1752.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACCEL,EQ,,,,,,0.00,0.00,0.00,14.90,0.00,14.85,,14.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACCELYA,EQ,,,,,,0.00,0.00,0.00,1309.20,0.00,1311.90,,1309.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACCURACY,EQ,,,,,,0.00,0.00,0.00,5.65,0.00,5.70,,5.65,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACCUVANT,BE,,,,,,0.00,0.00,0.00,10.15,0.00,10.15,,10.15,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACE,EQ,,,,,,0.00,0.00,0.00,937.00,0.00,952.45,,937.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACEEXPO,EQ,,,,,,0.00,0.00,0.00,7.00,0.00,7.00,,7.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACEINTEG,EQ,,,,,,0.00,0.00,0.00,22.10,0.00,22.15,,22.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACESTONE,BE,,,,,,0.00,0.00,0.00,9.45,0.00,9.45,,9.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACGL,EQ,,,,,,0.00,0.00,0.00,1810.85,0.00,1849.25,,1810.85,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACHYUT,EQ,,,,,,0.00,0.00,0.00,5.70,0.00,5.90,,5.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACI,EQ,,,,,,0.00,0.00,0.00,559.70,0.00,574.10,,559.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACIIN,EQ,,,,,,0.00,0.00,0.00,1.35,0.00,1.30,,1.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACKNIT,EQ,,,,,,0.00,0.00,0.00,263.45,0.00,263.45,,263.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACL,EQ,,,,,,0.00,0.00,0.00,66.10,0.00,66.10,,66.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACMESOLAR,EQ,,,,,,0.00,0.00,0.00,230.75,0.00,238.65,,230.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACSTECH,EQ,,,,,,0.00,0.00,0.00,44.05,0.00,43.15,,44.05,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ACUTAAS,EQ,,,,,,0.00,0.00,0.00,1758.10,0.00,1769.60,,1758.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADANIENSOL,EQ,,,,,,0.00,0.00,0.00,1044.10,0.00,1044.90,,1044.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADANIENT,EQ,,,,,,0.00,0.00,0.00,2259.10,0.00,2279.50,,2259.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADANIGREEN,EQ,,,,,,0.00,0.00,0.00,1019.40,0.00,1030.50,,1019.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADANIPORTS,EQ,,,,,,0.00,0.00,0.00,1473.20,0.00,1493.00,,1473.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADANIPOWER,EQ,,,,,,0.00,0.00,0.00,147.55,0.00,146.20,,147.55,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADBML,EQ,,,,,,0.00,0.00,0.00,1.00,0.00,1.00,,1.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADFFOODS,EQ,,,,,,0.00,0.00,0.00,206.80,0.00,204.05,,206.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADITYASP,EQ,,,,,,0.00,0.00,0.00,19.00,0.00,18.50,,19.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADL,EQ,,,,,,0.00,0.00,0.00,78.45,0.00,76.25,,78.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADMANUM,EQ,,,,,,0.00,0.00,0.00,59.90,0.00,58.05,,59.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADOR,EQ,,,,,,0.00,0.00,0.00,1028.10,0.00,1031.10,,1028.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADROITINFO,EQ,,,,,,0.00,0.00,0.00,10.00,0.00,10.25,,10.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADSL,EQ,,,,,,0.00,0.00,0.00,149.55,0.00,152.15,,149.55,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADTECH,EQ,,,,,,0.00,0.00,0.00,67.50,0.00,68.00,,67.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVAIT,EQ,,,,,,0.00,0.00,0.00,1459.40,0.00,1477.90,,1459.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVANIHOTR,EQ,,,,,,0.00,0.00,0.00,56.80,0.00,57.05,,56.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVENTHTL,EQ,,,,,,0.00,0.00,0.00,241.60,0.00,244.95,,241.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVENTZSEC,EQ,,,,,,0.00,0.00,0.00,50.35,0.00,50.35,,50.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVENZYMES,EQ,,,,,,0.00,0.00,0.00,307.50,0.00,303.30,,307.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ADVIKCA,EQ,,,,,,0.00,0.00,0.00,1.30,0.00,1.35,,1.30,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEGISLOG,EQ,,,,,,0.00,0.00,0.00,746.20,0.00,732.05,,746.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEGISVOPAK,EQ,,,,,,0.00,0.00,0.00,239.60,0.00,243.55,,239.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEL,EQ,,,,,,0.00,0.00,0.00,11.00,0.00,11.00,,11.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEONXDIGI,EQ,,,,,,0.00,0.00,0.00,160.00,0.00,161.30,,160.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEPL,EQ,,,,,,0.00,0.00,0.00,20.30,0.00,21.15,,20.30,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEQUS,EQ,,,,,,0.00,0.00,0.00,140.65,0.00,140.80,,140.65,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEROENTER,EQ,,,,,,0.00,0.00,0.00,88.50,0.00,86.55,,88.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AEROFLEX,EQ,,,,,,0.00,0.00,0.00,196.10,0.00,200.20,,196.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AERONEU,EQ,,,,,,0.00,0.00,0.00,74.10,0.00,74.90,,74.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AERPACE,EQ,,,,,,0.00,0.00,0.00,31.35,0.00,31.70,,31.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AETHER,EQ,,,,,,0.00,0.00,0.00,999.80,0.00,946.75,,999.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFCONS,EQ,,,,,,0.00,0.00,0.00,377.35,0.00,382.50,,377.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFDIL,BE,,,,,,0.00,0.00,0.00,125.50,0.00,125.50,,125.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFFLE,EQ,,,,,,0.00,0.00,0.00,1814.10,0.00,1821.90,,1814.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFFORDABLE,EQ,,,,,,0.00,0.00,0.00,201.65,0.00,207.55,,201.65,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFIL,EQ,,,,,,0.00,0.00,0.00,6.25,0.00,6.35,,6.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AFSL,EQ,,,,,,0.00,0.00,0.00,201.10,0.00,202.00,,201.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGARIND,EQ,,,,,,0.00,0.00,0.00,703.50,0.00,716.10,,703.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGARWALEYE,EQ,,,,,,0.00,0.00,0.00,513.35,0.00,500.00,,513.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGGARSAIN,EQ,,,,,,0.00,0.00,0.00,19.20,0.00,19.20,,19.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGI,EQ,,,,,,0.00,0.00,0.00,740.45,0.00,747.80,,740.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGIIL,EQ,,,,,,0.00,0.00,0.00,262.55,0.00,259.10,,262.55,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGOL,EQ,,,,,,0.00,0.00,0.00,5.75,0.00,5.75,,5.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGRIBIO,EQ,,,,,,0.00,0.00,0.00,218.25,0.00,214.90,,218.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGRITECH,BE,,,,,,0.00,0.00,0.00,154.00,0.00,154.55,,154.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGROPHOS,EQ,,,,,,0.00,0.00,0.00,39.20,0.00,40.70,,39.20,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGSTRA,BZ,,,,,,0.00,0.00,0.00,4.05,0.00,4.10,,4.05,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AGVENTURES,EQ,,,,,,0.00,0.00,0.00,143.40,0.00,146.55,,143.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AHLADA,EQ,,,,,,0.00,0.00,0.00,48.25,0.00,47.85,,48.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AHLEAST,EQ,,,,,,0.00,0.00,0.00,148.60,0.00,150.40,,148.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AHLUCONT,EQ,,,,,,0.00,0.00,0.00,938.30,0.00,948.20,,938.30,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AHMDSTE,EQ,,,,,,0.00,0.00,0.00,202.00,0.00,192.95,,202.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIAENG,EQ,,,,,,0.00,0.00,0.00,4071.50,0.00,4078.00,,4071.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AICHAMP,EQ,,,,,,0.00,0.00,0.00,31.50,0.00,31.35,,31.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIIL,EQ,,,,,,0.00,0.00,0.00,3149.40,0.00,3097.90,,3149.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIMCOPEST,EQ,,,,,,0.00,0.00,0.00,55.00,0.00,56.45,,55.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIML,EQ,,,,,,0.00,0.00,0.00,1.90,0.00,1.70,,1.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIRAN,EQ,,,,,,0.00,0.00,0.00,17.70,0.00,18.20,,17.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIRLTD,EQ,,,,,,0.00,0.00,0.00,665.70,0.00,665.70,,665.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AIROLAM,EQ,,,,,,0.00,0.00,0.00,99.70,0.00,100.35,,99.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJANTPHARM,EQ,,,,,,0.00,0.00,0.00,2844.40,0.00,2912.80,,2844.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJANTSOY,EQ,,,,,,0.00,0.00,0.00,28.45,0.00,28.75,,28.45,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJAXENGG,EQ,,,,,,0.00,0.00,0.00,605.25,0.00,601.60,,605.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJCON,EQ,,,,,,0.00,0.00,0.00,6.60,0.00,6.55,,6.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJMERA,EQ,,,,,,0.00,0.00,0.00,984.95,0.00,989.60,,984.95,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AJOONI,EQ,,,,,,0.00,0.00,0.00,4.25,0.00,4.25,,4.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKASH,EQ,,,,,,0.00,0.00,0.00,24.10,0.00,24.80,,24.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKASHAGRO,EQ,,,,,,0.00,0.00,0.00,50.60,0.00,50.60,,50.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKCAPIT,EQ,,,,,,0.00,0.00,0.00,1426.80,0.00,1513.70,,1426.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKG,EQ,,,,,,0.00,0.00,0.00,12.35,0.00,12.35,,12.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKI,EQ,,,,,,0.00,0.00,0.00,6.35,0.00,6.60,,6.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKSHARCHEM,EQ,,,,,,0.00,0.00,0.00,237.80,0.00,241.05,,237.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKSHOPTFBR,EQ,,,,,,0.00,0.00,0.00,6.25,0.00,6.45,,6.25,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKUMS,EQ,,,,,,0.00,0.00,0.00,444.80,0.00,447.35,,444.80,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,AKZOINDIA,EQ,,,,,,0.00,0.00,0.00,3179.00,0.00,3182.80,,3179.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALANKIT,EQ,,,,,,0.00,0.00,0.00,10.75,0.00,10.80,,10.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALBERTDAVD,EQ,,,,,,0.00,0.00,0.00,750.70,0.00,755.00,,750.70,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALEMBICLTD,EQ,,,,,,0.00,0.00,0.00,100.60,0.00,101.60,,100.60,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALFATRAN,EQ,,,,,,0.00,0.00,0.00,37.75,0.00,38.25,,37.75,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALGOQUANT,EQ,,,,,,0.00,0.00,0.00,69.10,0.00,66.25,,69.10,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALICON,EQ,,,,,,0.00,0.00,0.00,826.40,0.00,843.90,,826.40,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALIROX,EQ,,,,,,0.00,0.00,0.00,10.00,0.00,10.00,,10.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALIVUS,EQ,,,,,,0.00,0.00,0.00,906.85,0.00,898.60,,906.85,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALKALI,EQ,,,,,,0.00,0.00,0.00,80.00,0.00,80.60,,80.00,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALKEM,EQ,,,,,,0.00,0.00,0.00,5655.50,0.00,5552.50,,5655.50,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALKYLAMINE,EQ,,,,,,0.00,0.00,0.00,1550.90,0.00,1576.60,,1550.90,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALLCARGO,EQ,,,,,,0.00,0.00,0.00,11.35,0.00,11.40,,11.35,,,0,0.00,0,F1,1,,,,,
2026-01-06,2026-01-06,CM,MSE,STK,,,ALLDIGI,EQ,,,,,,0.00,0.00,0.00,811.00,0.00,822.85,,811.00,,,0,0.00,0,F1,1,,,,,
